problem,solution,answer
"The graph shows the price of five gallons of gasoline during the first ten months of the year. By what percent is the highest price more than the lowest price?
[asy] import graph; size(16.38cm); real lsf=2; pathpen=linewidth(0.7); pointpen=black; pen fp = fontsize(10); pointfontpen=fp; real xmin=-1.33,xmax=11.05,ymin=-9.01,ymax=-0.44; pen ycycyc=rgb(0.55,0.55,0.55); pair A=(1,-6), B=(1,-2), D=(1,-5.8), E=(1,-5.6), F=(1,-5.4), G=(1,-5.2), H=(1,-5), J=(1,-4.8), K=(1,-4.6), L=(1,-4.4), M=(1,-4.2), N=(1,-4), P=(1,-3.8), Q=(1,-3.6), R=(1,-3.4), S=(1,-3.2), T=(1,-3), U=(1,-2.8), V=(1,-2.6), W=(1,-2.4), Z=(1,-2.2), E_1=(1.4,-2.6), F_1=(1.8,-2.6), O_1=(14,-6), P_1=(14,-5), Q_1=(14,-4), R_1=(14,-3), S_1=(14,-2), C_1=(1.4,-6), D_1=(1.8,-6), G_1=(2.4,-6), H_1=(2.8,-6), I_1=(3.4,-6), J_1=(3.8,-6), K_1=(4.4,-6), L_1=(4.8,-6), M_1=(5.4,-6), N_1=(5.8,-6), T_1=(6.4,-6), U_1=(6.8,-6), V_1=(7.4,-6), W_1=(7.8,-6), Z_1=(8.4,-6), A_2=(8.8,-6), B_2=(9.4,-6), C_2=(9.8,-6), D_2=(10.4,-6), E_2=(10.8,-6), L_2=(2.4,-3.2), M_2=(2.8,-3.2), N_2=(3.4,-4), O_2=(3.8,-4), P_2=(4.4,-3.6), Q_2=(4.8,-3.6), R_2=(5.4,-3.6), S_2=(5.8,-3.6), T_2=(6.4,-3.4), U_2=(6.8,-3.4), V_2=(7.4,-3.8), W_2=(7.8,-3.8), Z_2=(8.4,-2.8), A_3=(8.8,-2.8), B_3=(9.4,-3.2), C_3=(9.8,-3.2), D_3=(10.4,-3.8), E_3=(10.8,-3.8); filldraw(C_1--E_1--F_1--D_1--cycle,ycycyc); filldraw(G_1--L_2--M_2--H_1--cycle,ycycyc); filldraw(I_1--N_2--O_2--J_1--cycle,ycycyc); filldraw(K_1--P_2--Q_2--L_1--cycle,ycycyc); filldraw(M_1--R_2--S_2--N_1--cycle,ycycyc); filldraw(T_1--T_2--U_2--U_1--cycle,ycycyc); filldraw(V_1--V_2--W_2--W_1--cycle,ycycyc); filldraw(Z_1--Z_2--A_3--A_2--cycle,ycycyc); filldraw(B_2--B_3--C_3--C_2--cycle,ycycyc); filldraw(D_2--D_3--E_3--E_2--cycle,ycycyc); D(B--A,linewidth(0.4)); D(H--(8,-5),linewidth(0.4)); D(N--(8,-4),linewidth(0.4)); D(T--(8,-3),linewidth(0.4)); D(B--(8,-2),linewidth(0.4)); D(B--S_1); D(T--R_1); D(N--Q_1); D(H--P_1); D(A--O_1); D(C_1--E_1); D(E_1--F_1); D(F_1--D_1); D(D_1--C_1); D(G_1--L_2); D(L_2--M_2); D(M_2--H_1); D(H_1--G_1); D(I_1--N_2); D(N_2--O_2); D(O_2--J_1); D(J_1--I_1); D(K_1--P_2); D(P_2--Q_2); D(Q_2--L_1); D(L_1--K_1); D(M_1--R_2); D(R_2--S_2); D(S_2--N_1); D(N_1--M_1); D(T_1--T_2); D(T_2--U_2); D(U_2--U_1); D(U_1--T_1); D(V_1--V_2); D(V_2--W_2); D(W_2--W_1); D(W_1--V_1); D(Z_1--Z_2); D(Z_2--A_3); D(A_3--A_2); D(A_2--Z_1); D(B_2--B_3); D(B_3--C_3); D(C_3--C_2); D(C_2--B_2); D(D_2--D_3); D(D_3--E_3); D(E_3--E_2); D(E_2--D_2); label(""0"",(0.88,-5.91),SE*lsf,fp); label("" 5"",(0.3,-4.84),SE*lsf,fp); label("" 10"",(0.2,-3.84),SE*lsf,fp); label("" 15"",(0.2,-2.85),SE*lsf,fp); label("" 20"",(0.2,-1.85),SE*lsf,fp); label(""$\mathrm{Price}$"",(0.16,-3.45),SE*lsf,fp); label(""$1$"",(1.54,-5.97),SE*lsf,fp); label(""$2$"",(2.53,-5.95),SE*lsf,fp); label(""$3$"",(3.53,-5.94),SE*lsf,fp); label(""$4$"",(4.55,-5.94),SE*lsf,fp); label(""$5$"",(5.49,-5.95),SE*lsf,fp); label(""$6$"",(6.53,-5.95),SE*lsf,fp); label(""$7$"",(7.55,-5.95),SE*lsf,fp); label(""$8$"",(8.52,-5.95),SE*lsf,fp); label(""$9$"",(9.57,-5.97),SE*lsf,fp); label(""$10$"",(10.56,-5.94),SE*lsf,fp); label(""Month"",(7.14,-6.43),SE*lsf,fp); D(A,linewidth(1pt)); D(B,linewidth(1pt)); D(D,linewidth(1pt)); D(E,linewidth(1pt)); D(F,linewidth(1pt)); D(G,linewidth(1pt)); D(H,linewidth(1pt)); D(J,linewidth(1pt)); D(K,linewidth(1pt)); D(L,linewidth(1pt)); D(M,linewidth(1pt)); D(N,linewidth(1pt)); D(P,linewidth(1pt)); D(Q,linewidth(1pt)); D(R,linewidth(1pt)); D(S,linewidth(1pt)); D(T,linewidth(1pt)); D(U,linewidth(1pt)); D(V,linewidth(1pt)); D(W,linewidth(1pt)); D(Z,linewidth(1pt)); D(E_1,linewidth(1pt)); D(F_1,linewidth(1pt)); D(O_1,linewidth(1pt)); D(P_1,linewidth(1pt)); D(Q_1,linewidth(1pt)); D(R_1,linewidth(1pt)); D(S_1,linewidth(1pt)); D(C_1,linewidth(1pt)); D(D_1,linewidth(1pt)); D(G_1,linewidth(1pt)); D(H_1,linewidth(1pt)); D(I_1,linewidth(1pt)); D(J_1,linewidth(1pt)); D(K_1,linewidth(1pt)); D(L_1,linewidth(1pt)); D(M_1,linewidth(1pt)); D(N_1,linewidth(1pt)); D(T_1,linewidth(1pt)); D(U_1,linewidth(1pt)); D(V_1,linewidth(1pt)); D(W_1,linewidth(1pt)); D(Z_1,linewidth(1pt)); D(A_2,linewidth(1pt)); D(B_2,linewidth(1pt)); D(C_2,linewidth(1pt)); D(D_2,linewidth(1pt)); D(E_2,linewidth(1pt)); D(L_2,linewidth(1pt)); D(M_2,linewidth(1pt)); D(N_2,linewidth(1pt)); D(O_2,linewidth(1pt)); D(P_2,linewidth(1pt)); D(Q_2,linewidth(1pt)); D(R_2,linewidth(1pt)); D(S_2,linewidth(1pt)); D(T_2,linewidth(1pt)); D(U_2,linewidth(1pt)); D(V_2,linewidth(1pt)); D(W_2,linewidth(1pt)); D(Z_2,linewidth(1pt)); D(A_3,linewidth(1pt)); D(B_3,linewidth(1pt)); D(C_3,linewidth(1pt)); D(D_3,linewidth(1pt)); D(E_3,linewidth(1pt)); clip((xmin,ymin)--(xmin,ymax)--(xmax,ymax)--(xmax,ymin)--cycle);[/asy]
$\textbf{(A)}\ 50 \qquad \textbf{(B)}\ 62 \qquad \textbf{(C)}\ 70 \qquad \textbf{(D)}\ 89 \qquad \textbf{(E)}\ 100$","The highest price was in Month 1, which was $17. The lowest price was in Month 3, which was $10. 17 is $\frac{17}{10}\cdot100=170\%$ of 10, and is $170-100=70\%$ more than 10.
Therefore, the answer is $\boxed{70}$",70
"What is the sum of the mean, median, and mode of the numbers $2,3,0,3,1,4,0,3$
$\textbf{(A)}\ 6.5 \qquad\textbf{(B)}\ 7\qquad\textbf{(C)}\ 7.5\qquad\textbf{(D)}\ 8.5\qquad\textbf{(E)}\ 9$","Putting the numbers in numerical order we get the list $0,0,1,2,3,3,3,4.$ The mode is $3.$ The median is $\frac{2+3}{2}=2.5.$ The average is $\frac{0+0+1+2+3+3+3+4}{8}=\frac{16}{8}=2.$ The sum of all three is $3+2.5+2=\boxed{7.5}$",7.5
"Alice needs to replace a light bulb located $10$ centimeters below the ceiling in her kitchen. The ceiling is $2.4$ meters above the floor. Alice is $1.5$ meters tall and can reach $46$ centimeters above the top of her head. Standing on a stool, she can just reach the light bulb. What is the height of the stool, in centimeters?
$\textbf{(A)}\ 32 \qquad\textbf{(B)}\ 34\qquad\textbf{(C)}\ 36\qquad\textbf{(D)}\ 38\qquad\textbf{(E)}\ 40$","Convert everything to the same unit. Since the answer is in centimeters, change meters to centimeters by moving the decimal place two places to the right.
The ceiling is $240$ centimeters above the floor. The combined height of Alice and the light bulb when she reaches for it is $10+150+46=206$ centimeters. That means the stool's height needs to be $240-206=\boxed{34}$",34
"Using only pennies, nickels, dimes, and quarters, what is the smallest number of coins Freddie would need so he could pay any amount of money less than a dollar?
$\textbf{(A)}\ 6 \qquad\textbf{(B)}\ 10\qquad\textbf{(C)}\ 15\qquad\textbf{(D)}\ 25\qquad\textbf{(E)}\ 99$","You need $2$ dimes, $1$ nickel, and $4$ pennies for the first $25$ cents. From $26$ cents to $50$ cents, you only need to add $1$ quarter. From $51$ cents to $75$ cents, you also only need to add $1$ quarter. The same for $76$ cents to $99$ cents. Notice that instead of $100$ , it is $99$ . We are left with $3$ quarters, $1$ nickel, $2$ dimes, and $4$ pennies. Thus, the correct answer is $3+2+1+4=\boxed{10}$",10
"As Emily is riding her bicycle on a long straight road, she spots Emerson skating in the same direction $1/2$ mile in front of her. After she passes him, she can see him in her rear mirror until he is $1/2$ mile behind her. Emily rides at a constant rate of $12$ miles per hour, and Emerson skates at a constant rate of $8$ miles per hour. For how many minutes can Emily see Emerson?
$\textbf{(A)}\ 6 \qquad\textbf{(B)}\ 8\qquad\textbf{(C)}\ 12\qquad\textbf{(D)}\ 15\qquad\textbf{(E)}\ 16$","Because they are both moving in the same direction, Emily is riding relative to Emerson $12-8=4$ mph. Now we can look at it as if Emerson is not moving at all [on his skateboard] and Emily is riding at $4$ mph. It takes her
\[\frac12 \ \text{mile} \cdot \frac{1\ \text{hour}}{4\ \text{miles}} = \frac18\ \text{hour}\]
to ride the $1/2$ mile to reach him, and then the same amount of time to be $1/2$ mile ahead of him. This totals to
\[2 \cdot \frac18 \ \text{hour} \cdot \frac{60\ \text{minutes}}{1\ \text{hour}} = \boxed{15}\]",15
"Ryan got $80\%$ of the problems correct on a $25$ -problem test, $90\%$ on a $40$ -problem test, and $70\%$ on a $10$ -problem test. What percent of all the problems did Ryan answer correctly?
$\textbf{(A)}\ 64 \qquad\textbf{(B)}\ 75\qquad\textbf{(C)}\ 80\qquad\textbf{(D)}\ 84\qquad\textbf{(E)}\ 86$","Ryan answered $(0.8)(25)=20$ problems correct on the first test, $(0.9)(40)=36$ on the second, and $(0.7)(10)=7$ on the third. This amounts to a total of $20+36+7=63$ problems correct. The total number of problems is $25+40+10=75.$ Therefore, the percentage is $\dfrac{63}{75} = 84\% \rightarrow \boxed{84}$",84
"Six pepperoni circles will exactly fit across the diameter of a $12$ -inch pizza when placed. If a total of $24$ circles of pepperoni are placed on this pizza without overlap, what fraction of the pizza is covered by pepperoni?
$\textbf{(A)}\ \frac 12 \qquad\textbf{(B)}\ \frac 23 \qquad\textbf{(C)}\ \frac 34 \qquad\textbf{(D)}\ \frac 56 \qquad\textbf{(E)}\ \frac 78$","The pepperoni circles' diameter is $2$ , since $\dfrac{12}{6} = 2$ . From that we see that the area of the $24$ circles of pepperoni is $\left ( \frac{2}{2} \right )^2 (24\pi) = 24\pi$ . The large pizza's area is $6^2\pi$ . Therefore, the ratio is $\frac{24\pi}{36\pi} = \boxed{23}$",23
"The top of one tree is $16$ feet higher than the top of another tree. The heights of the two trees are in the ratio $3:4$ . In feet, how tall is the taller tree?
$\textbf{(A)}\ 48 \qquad\textbf{(B)}\ 64 \qquad\textbf{(C)}\ 80 \qquad\textbf{(D)}\ 96\qquad\textbf{(E)}\ 112$","Let the height of the taller tree be $h$ and let the height of the smaller tree be $h-16$ . Since the ratio of the smaller tree to the larger tree is $\frac{3}{4}$ , we have $\frac{h-16}{h}=\frac{3}{4}$ . Solving for $h$ gives us $h=64 \Rightarrow \boxed{64}$",64
"The top of one tree is $16$ feet higher than the top of another tree. The heights of the two trees are in the ratio $3:4$ . In feet, how tall is the taller tree?
$\textbf{(A)}\ 48 \qquad\textbf{(B)}\ 64 \qquad\textbf{(C)}\ 80 \qquad\textbf{(D)}\ 96\qquad\textbf{(E)}\ 112$","To answer this problem, you have to make it so that we have the same proportion as 3:4, but the difference between them is 16. Since the two numbers are consecutive, if we multiply both of them by 16, we would get a difference of 16 between them. So, it would be 48:64 and since we need to find the height of the taller tree, we get $h=64 \Rightarrow \boxed{64}$",64
"Of the $500$ balls in a large bag, $80\%$ are red and the rest are blue. How many of the red balls must be removed so that $75\%$ of the remaining balls are red?
$\textbf{(A)}\ 25\qquad\textbf{(B)}\ 50\qquad\textbf{(C)}\ 75\qquad\textbf{(D)}\ 100\qquad\textbf{(E)}\ 150$","Since 80 percent of the 500 balls are red, there are 400 red balls. Therefore, there must be 100 blue balls. For the 100 blue balls to be 25% or $\dfrac{1}{4}$ of the bag, there must be 400 balls in the bag so 100 red balls must be removed. The answer is $\boxed{100}$",100
"Of the $500$ balls in a large bag, $80\%$ are red and the rest are blue. How many of the red balls must be removed so that $75\%$ of the remaining balls are red?
$\textbf{(A)}\ 25\qquad\textbf{(B)}\ 50\qquad\textbf{(C)}\ 75\qquad\textbf{(D)}\ 100\qquad\textbf{(E)}\ 150$","We could also set up a proportion. Since we know there are 400 red balls, we let the amount of red balls removed be $x$ , so $\frac{400-x}{500-x}=\frac{3}{4}$ . Cross-multiplying gives us $1600-4x=1500-3x \implies x=100$ , so our answer is $\boxed{100}$",100
"Of the $500$ balls in a large bag, $80\%$ are red and the rest are blue. How many of the red balls must be removed so that $75\%$ of the remaining balls are red?
$\textbf{(A)}\ 25\qquad\textbf{(B)}\ 50\qquad\textbf{(C)}\ 75\qquad\textbf{(D)}\ 100\qquad\textbf{(E)}\ 150$","Before any balls are taken out of the bag, there are 400 red balls. Let the number of red balls we take out of the bag be $x$ . Since we want the number of red ball to be 75% of the remaining balls, we can set up the equation: $0.75(500–x)=400–x$ .
In words, 75% of the total remaining balls are equal to the remaining red balls. 
Solving we get $x=100$ , so our answer is $\boxed{100}$ .
~J.L.L",100
"The lengths of the sides of a triangle in inches are three consecutive integers. The length of the shortest side is $30\%$ of the perimeter. What is the length of the longest side?
$\textbf{(A)}\ 7 \qquad\textbf{(B)}\ 8\qquad\textbf{(C)}\ 9\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 11$","Let $n$ $n+1$ , and $n+2$ be the lengths of the sides of the triangle. Then the perimeter of the triangle is $n + (n+1) + (n+2) = 3n+3$ . Using the fact that the length of the smallest side is $30\%$ of the perimeter, it follows that:
$n = 0.3(3n+3) \Rightarrow n = 0.9n+0.9 \Rightarrow 0.1n = 0.9 \Rightarrow n=9$ . The longest side is then $n+2 = 11$ . Thus, answer choice $\boxed{11}$ is correct.",11
"The lengths of the sides of a triangle in inches are three consecutive integers. The length of the shortest side is $30\%$ of the perimeter. What is the length of the longest side?
$\textbf{(A)}\ 7 \qquad\textbf{(B)}\ 8\qquad\textbf{(C)}\ 9\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 11$","Since the length of the shortest side is a whole number and is equal to $\frac{3}{10}$ of the perimeter, it follows that the perimeter must be a multiple of $10$ . Adding the two previous integers to each answer choice, we see that $11+10+9=30$ . Thus, answer choice $\boxed{11}$ is correct.",11
"What is the sum of the prime factors of $2010$
$\textbf{(A)}\ 67\qquad\textbf{(B)}\ 75\qquad\textbf{(C)}\ 77\qquad\textbf{(D)}\ 201\qquad\textbf{(E)}\ 210$","First, we must find the prime factorization of $2010$ $2010=2\cdot 3 \cdot 5 \cdot 67$ . We add the factors up to get $\boxed{77}$",77
"A jar contains $5$ different colors of gumdrops. $30\%$ are blue, $20\%$ are brown, $15\%$ are red, $10\%$ are yellow, and other $30$ gumdrops are green. If half of the blue gumdrops are replaced with brown gumdrops, how many gumdrops will be brown?
$\textbf{(A)}\ 35\qquad\textbf{(B)}\ 36\qquad\textbf{(C)}\ 42\qquad\textbf{(D)}\ 48\qquad\textbf{(E)}\ 64$","We do $100-30-20-15-10$ to find the percent of gumdrops that are green. We find that $25\%$ of the gumdrops are green. That means there are $120$ gumdrops. If we replace half of the blue gumdrops with brown gumdrops, then $15\%$ of the jar's gumdrops are brown. $\dfrac{35}{100} \cdot 120=42 \Rightarrow \boxed{42}$",42
"A decorative window is made up of a rectangle with semicircles at either end. The ratio of $AD$ to $AB$ is $3:2$ . And $AB$ is 30 inches. What is the ratio of the area of the rectangle to the combined area of the semicircles?
[asy] import graph; size(5cm); real lsf=0; pen dps=linewidth(0.7)+fontsize(8); defaultpen(dps); pen ds=black; real xmin=-4.27,xmax=14.73,ymin=-3.22,ymax=6.8; draw((0,4)--(0,0)); draw((0,0)--(2.5,0)); draw((2.5,0)--(2.5,4)); draw((2.5,4)--(0,4)); draw(shift((1.25,4))*xscale(1.25)*yscale(1.25)*arc((0,0),1,0,180)); draw(shift((1.25,0))*xscale(1.25)*yscale(1.25)*arc((0,0),1,-180,0)); dot((0,0),ds); label(""$A$"",(-0.26,-0.23),NE*lsf); dot((2.5,0),ds); label(""$B$"",(2.61,-0.26),NE*lsf); dot((0,4),ds); label(""$D$"",(-0.26,4.02),NE*lsf); dot((2.5,4),ds); label(""$C$"",(2.64,3.98),NE*lsf); clip((xmin,ymin)--(xmin,ymax)--(xmax,ymax)--(xmax,ymin)--cycle);[/asy]
$\textbf{(A)}\ 2:3\qquad\textbf{(B)}\ 3:2\qquad\textbf{(C)}\ 6:\pi\qquad\textbf{(D)}\ 9:\pi\qquad\textbf{(E)}\ 30 :\pi$","We can set a proportion:
\[\dfrac{AD}{AB}=\dfrac{3}{2}\]
We substitute $AB$ with 30 and solve for $AD$
\[\dfrac{AD}{30}=\dfrac{3}{2}\]
\[AD=45\]
We calculate the combined area of semicircle by putting together semicircle $AB$ and $CD$ to get a circle with radius $15$ . Thus, the area is $225\pi$ . The area of the rectangle is $30\cdot 45=1350$ . We calculate the ratio:
\[\dfrac{1350}{225\pi}=\dfrac{6}{\pi}\Rightarrow\boxed{6}\]",6
"The two circles pictured have the same center $C$ . Chord $\overline{AD}$ is tangent to the inner circle at $B$ $AC$ is $10$ , and chord $\overline{AD}$ has length $16$ . What is the area between the two circles?
[asy] unitsize(45); import graph; size(300); real lsf = 0.5; pen dp = linewidth(0.7) + fontsize(10); defaultpen(dp); pen ds = black; pen xdxdff = rgb(0.49,0.49,1); draw((2,0.15)--(1.85,0.15)--(1.85,0)--(2,0)--cycle); draw(circle((2,1),2.24)); draw(circle((2,1),1)); draw((0,0)--(4,0)); draw((0,0)--(2,1)); draw((2,1)--(2,0)); draw((2,1)--(4,0)); dot((0,0),ds); label(""$A$"", (-0.19,-0.23),NE*lsf); dot((2,0),ds); label(""$B$"", (1.97,-0.31),NE*lsf); dot((2,1),ds); label(""$C$"", (1.96,1.09),NE*lsf); dot((4,0),ds); label(""$D$"", (4.07,-0.24),NE*lsf); clip((-3.1,-7.72)--(-3.1,4.77)--(11.74,4.77)--(11.74,-7.72)--cycle); [/asy]
$\textbf{(A)}\ 36 \pi \qquad\textbf{(B)}\ 49 \pi\qquad\textbf{(C)}\ 64 \pi\qquad\textbf{(D)}\ 81 \pi\qquad\textbf{(E)}\ 100 \pi$","Since $\triangle ACD$ is isosceles, $CB$ bisects $AD$ . Thus $AB=BD=8$ . From the Pythagorean Theorem, $CB=6$ . Thus the area between the two circles is $100\pi - 36\pi=64\pi$ $\boxed{64}$",64
"In a room, $2/5$ of the people are wearing gloves, and $3/4$ of the people are wearing hats. What is the minimum number of people in the room wearing both a hat and a glove?
$\textbf{(A)}\ 3 \qquad\textbf{(B)}\ 5\qquad\textbf{(C)}\ 8\qquad\textbf{(D)}\ 15\qquad\textbf{(E)}\ 20$","Let $x$ be the number of people wearing both a hat and a glove. Since the number of people wearing a hat or a glove must be whole numbers, the number of people in the room must be a multiple of (4,5), but we do lcm of 4,5 = 20. Since we are trying to find the minimum $x$ , we must use the smallest possible value for the number of people in the room. Similarly, we can assume that there are no people present who are wearing neither of the two items since this would unnecessarily increase the number of people in the room. Thus, we can say that there are $20$ people in the room, all of which are wearing at least a hat or a glove.
It follows that there are $\frac{2}{5}\cdot 20 = 8$ people wearing gloves and $\frac{3}{4}\cdot 20 = 15$ people wearing hats. Then by applying the Principle of Inclusion Exclusion (PIE), the total number of people in the room wearing either a hat or a glove or both is $8+15-x = 23-x$ . Since we know that this equals $20$ , it follows that $23-x = 20$ , which implies that $x=3$ . Thus, $\boxed{3}$ is the correct answer.",3
"Hui is an avid reader. She bought a copy of the best seller Math is Beautiful . On the first day, Hui read $1/5$ of the pages plus $12$ more, and on the second day she read $1/4$ of the remaining pages plus $15$ pages. On the third day she read $1/3$ of the remaining pages plus $18$ pages. She then realized that there were only $62$ pages left to read, which she read the next day. How many pages are in this book?
$\textbf{(A)}\ 120 \qquad\textbf{(B)}\ 180\qquad\textbf{(C)}\ 240\qquad\textbf{(D)}\ 300\qquad\textbf{(E)}\ 360$","Let $x$ be the number of pages in the book. After the first day, Hui had $\frac{4x}{5}-12$ pages left to read. After the second, she had $\left(\frac{3}{4}\right)\left(\frac{4x}{5}-12\right)-15 = \frac{3x}{5}-24$ left. After the third, she had $\left(\frac{2}{3}\right)\left(\frac{3x}{5}-24\right)-18=\frac{2x}{5}-34$ left. This is equivalent to $62.$
\begin{align*} \frac{2x}{5}-34&=62\\ 2x - 170 &= 310\\ 2x &= 480\\ x &= \boxed{240}",240
"Hui is an avid reader. She bought a copy of the best seller Math is Beautiful . On the first day, Hui read $1/5$ of the pages plus $12$ more, and on the second day she read $1/4$ of the remaining pages plus $15$ pages. On the third day she read $1/3$ of the remaining pages plus $18$ pages. She then realized that there were only $62$ pages left to read, which she read the next day. How many pages are in this book?
$\textbf{(A)}\ 120 \qquad\textbf{(B)}\ 180\qquad\textbf{(C)}\ 240\qquad\textbf{(D)}\ 300\qquad\textbf{(E)}\ 360$","If Hui has $62$ pages left to read at the end of Day 3, then on Day 3, before she read those extra 18 pages, she had $80$ pages left to read. $80$ pages is $\frac{2}{3}$ of the pages she had left at the end of Day 2. So at the end of Day 2, she had $80 \cdot \frac{3}{2} = 120$ pages left to read. 
Similarly, we can work backwards on Day 2 to find that at the end of Day 1 Hui had $180$ pages left to read. Again working backwards on Day 1 we find that Hui originally had $\boxed{240}$ pages to read.",240
"The hundreds digit of a three-digit number is $2$ more than the units digit. The digits of the three-digit number are reversed, and the result is subtracted from the original three-digit number. What is the units digit of the result?
$\textbf{(A)}\ 0 \qquad\textbf{(B)}\ 2\qquad\textbf{(C)}\ 4\qquad\textbf{(D)}\ 6\qquad\textbf{(E)}\ 8$","Let the hundreds, tens, and units digits of the original three-digit number be $a$ $b$ , and $c$ , respectively. We are given that $a=c+2$ . The original three-digit number is equal to $100a+10b+c = 100(c+2)+10b+c = 101c+10b+200$ . The hundreds, tens, and units digits of the reversed three-digit number are $c$ $b$ , and $a$ , respectively. This number is equal to $100c+10b+a = 100c+10b+(c+2) = 101c+10b+2$ . Subtracting this expression from the expression for the original number, we get $(101c+10b+200) - (101c+10b+2) = 198$ . Thus, the units digit in the final result is $\boxed{8}$",8
"The hundreds digit of a three-digit number is $2$ more than the units digit. The digits of the three-digit number are reversed, and the result is subtracted from the original three-digit number. What is the units digit of the result?
$\textbf{(A)}\ 0 \qquad\textbf{(B)}\ 2\qquad\textbf{(C)}\ 4\qquad\textbf{(D)}\ 6\qquad\textbf{(E)}\ 8$","The result must hold for any three-digit number with hundreds digit being $2$ more than the units digit. $301$ is such a number. Evaluating, we get $301-103=198$ . Thus, the units digit in the final result is $\boxed{8}$",8
